category,company,GUI,boss,shop_name,shop_admin,address,tel
食品與甜點,克弗爾實業有限公司,24950374,陳建宏,克弗爾手作烘焙,陳建宏,111 Taiwan 台北市士林區社中街99號1樓,02-28967756
食品與甜點,福德克實業有限公司,70435160,林正勝,福德客,陳雅芬,104 Taiwan 台北市中山區松江路182號4樓之2,02-25231395
食品與甜點,樂活冷凍食品有限公司,24886649,趙盈凱,樂活海鮮,趙盈凱,600 Taiwan 嘉義市東區北興街345號,05-2911001
食品與甜點,興宇食品有限公司,24662731,蕭秋蘭,醇品滴雞精,李碧娟,833 Taiwan 高雄市鳥松區美山路39之1號,07-7338171
食品與甜點,龍儂味有限公司,53727939,張達偉,longlongway,龍儂味有限公司,231 Taiwan 新北市新店區富貴街6巷7號,02-22104503
食品與甜點,朋企業有限公司,42836116,鄭積敏,有山羊 手作烘焙材料,蔡品涵,100 Taiwan 台北市中正區和平西路一段126號1樓,02-2368-9088
食品與甜點,和風食品行,10768396,邱慧菽,極禾楓肉舖,陳小姐,704 Taiwan 台南市北區文賢路1122巷70號,06-2589568
食品與甜點,威秀影城股份有限公司,16086448,吳明憲,UNICORN法式甜點爆米花,Evelyn,110 Taiwan 台北市信義區松仁路101號12樓,0287801166
食品與甜點,亮亮珍食行,41255603,張惠薰,亮亮珍食土鳳梨酥專賣店,店長,203 Taiwan 基隆市中山區中山一路311號,02-24238261
食品與甜點,黃禹鈞(個人),黃禹鈞,源味香,黃禹鈞,404 Taiwan 台中市北區西屯路一段386號,04-22058333,聯絡店家
食品與甜點,志明電子商務行銷有限公司,24687590,柯博仁,志明花生糖,陳小姐,830 Taiwan 高雄市鳳山區五福里五甲三路163號1樓,07-3382069
食品與甜點,林葵芳(個人),林葵芳,純粹醬坊,林葵芳,710 Taiwan 台南市永康區東橋十街106號2樓,0962-045209,聯絡店家
食品與甜點,謝雅妍(個人),謝雅妍,御台所 款待家人的幸福餐桌,洪崇耀,807 Taiwan 高雄市三民區九如一路838巷1號6樓,07-3975568,聯絡店家
食品與甜點,陳永彬(個人),陳永彬,麻姥姥手工餅舖,莊玉玲,438 Taiwan 台中市外埔區水美路8之15號,04-26836847,聯絡店家
食品與甜點,希拉雅運動用品有限公司,12890669,林彥勳,文今泡菜,林彥勳,701 Taiwan 台南市東區中華東路三段44巷10號1樓,0935-228913
食品與甜點,糖前家創作所,40740614,蔡珮臻,糖前家鳳梨酥,蔡小姐,708 Taiwan 台南市安平區健康路三段228號,0978-008799
食品與甜點,陳盈蓁(個人),陳盈蓁,滷藝,陳盈蓁,813 Taiwan 高雄市左營區文萊路170巷18弄2號之1,0927-757503,聯絡店家
食品與甜點,元氣果子店,42282543,林文惠,元氣果子店,林文惠,112 Taiwan 台北市北投區文林北路80巷60弄26號3樓,0909-316129
食品與甜點,哈克大師子工坊,45458951,蔡合益,哈克大師,徐珮綺,402 Taiwan 台中市南區樹義ㄧ巷13之6號,04-22603883
食品與甜點,慶豐冷凍實業有限公司,24897435,吳崑敏,勝立王朝滴雞精,慶豐冷凍實業有限公司,655 Taiwan 雲林縣元長鄉西庄路109之17號,0800-011668
食品與甜點,帕妃思股份有限公司,24839490,楊睿穎,帕妃思手做烘焙坊,楊睿穎,402 Taiwan 台中市南區工學二街115巷35號,04-22632102
食品與甜點,戴巧玲(個人),戴巧玲,夏薾莉媽咪,戴巧玲,114 Taiwan 台北市內湖區康樂街136巷15弄30號6樓之4,0970-877328,聯絡店家
食品與甜點,江坤達(個人),江坤達,愛上和平,江,220 Taiwan 新北市板橋區重慶路278巷19號1樓,02-29647590,聯絡店家
食品與甜點,黃書暐(個人),黃書暐,廚娘,黃書暐,108 Taiwan 台北市萬華區大理街160巷24弄13號4樓,0970-785170,聯絡店家
食品與甜點,神蹟文創有限公司,24895942,李敏,十二籃,黃大衛,970 Taiwan 花蓮縣花蓮市林森路270號5樓,02-25582256
食品與甜點,亨逸企業行,41299449,許元魁,生活美味 台灣嚴選,許元魁,830 Taiwan 高雄市鳳山區五甲二路529巷39號,0910-272861
食品與甜點,信豐農業技術股份有限公司,24542032,彭健豪,信豐農場 Sin Fong Farm,蔡函育,110 Taiwan 台北市信義區忠孝東路四段553巷52弄5號1樓,02-87877000
食品與甜點,巧可屋有限公司,28168444,錢佩慧,島上美味巧食,鍾美華,320 Taiwan 桃園市中壢區中福路463號,03-4355936
食品與甜點,彭明鳳(個人),彭明鳳,姑姑手工水餃,陳文璋,324 Taiwan 桃園市平鎮區育達路221號,03-4917863,聯絡店家
食品與甜點,江家餛飩,41041568,林峻勤,江記餛飩,江明潔,320 Taiwan 桃園市中壢區民族路20號,03-4029319
食品與甜點,浙江俞記餐館,25954398,林黃彩勤,浙江俞記,林永昌,813 Taiwan 高雄市左營區華夏路1172號,0988112318
食品與甜點,載來有限公司,54855073,陳家進,豆嫂的零食雜貨店,陳宜萱,242 Taiwan 新北市新莊區中正路599號1樓,02-29088978
食品與甜點,寬奕有限公司,24933306,鄭榮祥,瘋食堂,許乃夫,104 Taiwan 台北市中山區雙城街18巷7號1樓,0966-880-252
食品與甜點,鳳鳴香食品工廠,14640631,唐楷相,阿寶師,唐偉,108 Taiwan 台北市萬華區德昌街100號,0910-036199
食品與甜點,彩森餐飲有限公司,42587720,余尚樺,巴可布蕾,王騰鋒,510 Taiwan 彰化縣員林鎮鎮建國路98巷12弄9號,04-8338821
食品與甜點,後山企業社,41253984,郭思吟,毛彥人秘釀甕滷味,江明哲,201 Taiwan 基隆市信義區教忠街156號,02-24698180
食品與甜點,朝和餅舖有限公司,54115346,梁陽昌,朝和餅舖,梁陽昌,505 Taiwan 彰化縣鹿港鎮興化里民族路167號,04-7772372
食品與甜點,彭垂明(個人),彭垂明,彭成珍餅行,彭垂明,300 Taiwan 新竹市東區西安街五巷21號,0937-537162,聯絡店家
食品與甜點,惠頡食品有限公司,54313134,吳峪頡,一圓天下,吳峪頡,243 Taiwan 新北市泰山區民生路201之6號,02-22969185
食品與甜點,謝欣偉(個人),謝欣偉,欣欣農場,謝欣偉,114 Taiwan 台北市內湖區安泰街221號,02-26333511,聯絡店家
食品與甜點,憶香許商行,38933468,許美玲,憶香許烘焙工坊,許金利,500 Taiwan 彰化縣彰化市延平里岸頭巷13之12號,04-7115491
食品與甜點,周廣浩(個人),周廣浩,東昇健康農園,周廣浩,364 Taiwan 苗栗縣大湖鄉忠孝路100號,0986-865895,聯絡店家
食品與甜點,樂宙股份有限公司,25057079,鄭?岳,大盤商號,鄭岳,105 Taiwan 台北市松山區南京東路五段343號5樓,02-25700130
食品與甜點,義榮珍食品行,37699653,陳貴皇,義榮珍食品行,陳貴皇,540 Taiwan 南投縣南投市中山南街35巷25號1樓,049-2244307
食品與甜點,竣翔有限公司,54885891,楊祺翔,饗御軒,楊祺翔,433 Taiwan 台中市沙鹿區賢仁街45號,04-26631363
食品與甜點,南發珍瓜子行,19667877,林玉霞,荳荳夫人,柯拱辰,831 Taiwan 高雄市大寮區光華路132巷2之3號,07-7875717
食品與甜點,阿秋大肥鵝股份有限公司,27812712,廖豐民,阿秋大肥鵝餐廳,阿秋餐飲事業,407 Taiwan 台中市西屯區朝富路258號,04-24790511
食品與甜點,詠嘉食品有限公司,27590654,陳宏翔,古道鳳梨酥,陳宏翔,744 Taiwan 台南市新市區興業路12之1號,06-5897071
食品與甜點,喜詮生技股份有限公司,22015908,張雪玲,喜詮食品,黃榆雅,241 Taiwan 新北市三重區光復路一段85號5樓之1,02-85112165
食品與甜點,香香蕃茄蔬果行,41301888,巫政昇,香香橙蜜小蕃茄,巫政昇,842 Taiwan 高雄市旗山區延平二路194號,0932-720741
食品與甜點,瑪納食品股份有限公司,24539016,吳凌志,瑪納食品,吳凌志,105 Taiwan 台北市松山區南京東路五段188號6樓之5,02-77074763
食品與甜點,林靜宜(個人),林靜宜,小雞心點,林靜宜,361 Taiwan 苗栗縣造橋鄉尖豐路130巷1弄13號,0919-745124,聯絡店家
食品與甜點,黃郁淩(個人),黃郁淩,Cocolicious口口好吃工作室,黃郁淩,806 Taiwan 高雄市前鎮區光華三路235號10樓,0921-227782,聯絡店家
食品與甜點,王世傑(個人),王世傑,果然不同 養生堅果,王世傑,235 Taiwan 新北市中和區安樂路143巷3弄5號3樓,0975-751391,聯絡店家
食品與甜點,朋富食品有限公司,70650723,吳郁君,朋富食品,吳郁君,357 Taiwan 苗栗縣通霄鎮自強路81號,037-758240
食品與甜點,嚴淳暉(個人),嚴淳暉,真海派,嚴淳暉,710 Taiwan 台南市永康區中正北路728號,0977-199657,聯絡店家
食品與甜點,鹿陶農產企業行,40710702,楊錦春,春日小舖,春日小舖管理員,714 Taiwan 台南市玉井區竹圍里140之15號,06-5745033
食品與甜點,騰隆興業行,38730962,鄭朱秀樺,庚申伯古早味,鄭朱秀樺,814 Taiwan 高雄市仁武區八德北路712之1號,07-3748150
食品與甜點,興目童農夫小舖,37573042,黃麗琴,興目童農夫小舖,邱冠育,710 Taiwan 台南市永康區小東路647巷42弄6號,06-3132321
食品與甜點,趙雲川(個人),趙雲川,韓川泡菜,趙雲川,231 Taiwan 新北市新店區如意街57號地下1樓,0972-897111,聯絡店家
食品與甜點,陳慧玲(個人),陳慧玲,阿玲姨的店,林哲毅,600 Taiwan 嘉義市東區朝陽街85號之1,0910677716,聯絡店家
食品與甜點,黃教忠(個人),黃教忠,夏綠蒂手作奶鋪,黃教忠,335 Taiwan 桃園市大溪區天祥街38巷17號3樓,0921-593649,聯絡店家
食品與甜點,丞興食品有限公司,24904359,詹瑞?,GO蝦蝦酥,詹瑞,710 Taiwan 台南市永康區富強路二段398巷193之11號,0937-639379
食品與甜點,升隆企業有限公司,24712015,陳銘哲,食在好吃,陳先生,400 Taiwan 台中市中區中華路一段121號5樓之6,0988654805
食品與甜點,田濬食品行,42338429,宋子濬,一畝田,宋子濬,235 Taiwan 新北市中和區國光街112巷23弄10號1樓,0905-505551
食品與甜點,李佩親(個人),李佩親,熊窩手作工坊,李佩親,300 Taiwan 新竹市東區新香街281號6樓,0905038626,聯絡店家
食品與甜點,王秉文(個人),王秉文,餅之祥,王秉文,633 Taiwan 雲林縣土庫鎮建成街26號1樓,0912-314298,聯絡店家
食品與甜點,許志偉(個人),許志偉,MrBear手作烘焙坊,熊爸,350 Taiwan 苗栗縣竹南鎮新生路46巷9號2樓之2,0937-170410,聯絡店家
食品與甜點,李文俊(個人),李文俊,富好伴手禮,李文俊,351 Taiwan 苗栗縣頭份鎮信二街5巷14號,03-7685862,聯絡店家
食品與甜點,黃耀煜(個人),黃耀煜,非餅尋常專業手工餅皮,非餅尋常,407 Taiwan 台中市西屯區永昌一街21號,0985006519,聯絡店家
食品與甜點,佳乳食品股份有限公司,16841401,曹德風,福樂FULL LOVE,佳乳食品,106 Taiwan 台北市大安區仁愛路三段136號8樓之7,0800-011169
食品與甜點,黃國霖(個人),黃國霖,大上海老鴨粉絲,黃國霖,203 Taiwan 基隆市中山區中華路61號1樓,02-2436-1015,聯絡店家
食品與甜點,董師傅有限公司,54633397,董建新,董師傅手工麻糬,董建新,802 Taiwan 高雄市苓雅區三多三路214之6號,07-3383675
食品與甜點,蔡一郎(個人),蔡一郎,夢想甜點工坊,蔡艾倫,900 Taiwan 屏東縣屏東市田中一橫巷36號,0978-621709,聯絡店家
食品與甜點,客來嗑有限公司,24726480,鄭家裕,客來嗑,鄭家裕,234 Taiwan 新北市永和區保安里保生路22巷12號21樓之5,02-28981801
食品與甜點,空間麵包坊有限公司,54291547,林志遠,麵包空間,蔣茵媚,220 Taiwan 新北市板橋區府中路53號1樓,02-22721486
食品與甜點,漢津貿易有限公司,54853737,黃健平,麵癮子,黃健平,104 Taiwan 新北市三重區福德南路35號3樓之1,0226315778
食品與甜點,大妹子手工水餃企業社,41196318,張素琴,大妹子手工水餃,黃馨惠,262 Taiwan 宜蘭縣礁溪鄉玉龍路二段33巷6號,0920-608342
食品與甜點,富威事業股份有限公司,96948691,張仁豪,優泉民生,林小姐,241 Taiwan 新北市三重區溪尾街14號4樓之7,02-22871399
食品與甜點,黎嫦娥(個人),黎嫦娥,SoFT MeTAL,魏竹妤,403 Taiwan 台中市西區向上路一段79巷50號4樓,0932-633503,聯絡店家
食品與甜點,青市集有限公司,24968276,黃冠瑋,青市集,黃冠瑋,103 Taiwan 台北市大同區民生西路369號,070-10001916
食品與甜點,鈞舜實業有限公司,54119722,邱信翰,水根肉乾,邱盈慈,500 Taiwan 彰化縣彰化市寶山路126巷7弄11號1樓,04-7223326
食品與甜點,梅姑娘實業社,41255131,郭思瑋,梅姑娘,郭思瑋,206 Taiwan 基隆市七堵區百七街76號9樓,0938-537290
食品與甜點,許佩蓉(個人),許佩蓉,金心盈福Cuore Doro法義甜點,許佩蓉,407 Taiwan 台中市西屯區朝馬七街14號,04-22544766,聯絡店家
食品與甜點,樊美慶(個人),樊美慶,廚娘料理食堂,樊美慶,812 Taiwan 高雄市小港區旭日街36號10樓之2,07-6528383,聯絡店家
食品與甜點,劉和集(個人),劉和集,梅方手作工坊,劉和集,701 Taiwan 台南市東區仁和路73號之115,0970-660901,聯絡店家
食品與甜點,橙麗貿易有限公司,54573807,林震民,貝珍香XO醬,林震民,701 Taiwan 台南市東區崇德路333巷23弄1號,06-2670395
食品與甜點,韓軒國際有限公司,25103263,譚成傑,韓新館,韓新館,110 Taiwan 台北市信義區信義路五段150巷401弄36號1樓,02-27229995
食品與甜點,北海道一輝股份有限公司,42625132,小笠原 航,北海道土產探險隊,蔡宜芳,104 Taiwan 台北市中山區南京東路一段86號5樓,02-5579-9518
食品與甜點,李育寧(個人),李育寧,餃頭大仔,餃頭寶寶,800 Taiwan 高雄市新興區八德一路168號,0905-104140,聯絡店家
食品與甜點,李珈誼(個人),李珈誼,李師伯 家鄉味,李珈誼,920 Taiwan 屏東縣潮州鎮光春路2號,0989-137469,聯絡店家
食品與甜點,柯佳君(個人),柯佳君,雉牧場,張佑維,732 Taiwan 台南市白河區庄內里13鄰客庄內84之12號,0965-728729,聯絡店家
食品與甜點,幸福手作食品坊,37748850,顏良育,我的手作幸福,顏良育,701 Taiwan 台南市東區大同路一段221之1號,0938-979739
食品與甜點,森森貿易有限公司,24993985,食在木可,陳采岑,高雄市苓雅區青年一路28號12樓之1,07-227-2957,07-335-0955
食品與甜點,吉鮮到企業有限公司,54626473,黃國展,集鮮到,黃國展,806 Taiwan 高雄市前鎮區漁港北一路31號5樓,07-8127781
食品與甜點,林佳慧(個人),林佳慧,安娜貝烘焙坊ANNABE,林佳慧,807 Taiwan 高雄市三民區中庸街158巷1號,0932-855247,聯絡店家
食品與甜點,艾利和國際有限公司,24676587,蔡宏能,艾利和,胡思騵,717 Taiwan 台南市仁德區保安路一段59號之1,06-2668518
食品與甜點,五賀食品有限公司,24769522,伍珀均,五賀食品,伍珀均,114 Taiwan 台北市內湖區民權東路六段175巷15號5樓,02-27939362
食品與甜點,徐韋婷(個人),徐韋婷,添丁養生黑木耳,徐韋婷,269 Taiwan 宜蘭縣冬山鄉大進村進興二路125巷56號,0926-087466,聯絡店家
食品與甜點,老魯記餐飲實業社,38713730,曾英傑,老魯記餐飲麵食館,王苡恩,802 Taiwan 高雄市苓雅區福德三路259號,07-7459265
食品與甜點,王詠昇(個人),王詠昇,ChungciBakery,王詠昇,414 Taiwan 台中市烏日區建國路403號3樓,0906-454849,聯絡店家
食品與甜點,保證責任台中市沙鹿區果菜運銷合作社,38918537,童育賢,黃金甜蜜,黃金甜蜜,436 Taiwan 台中市清水區和睦路三段50巷20號,04-26202278
食品與甜點,黃鈺涵(個人),黃鈺涵,HanaluBakery,Hannah,115 Taiwan 台北市南港區東新街80巷9弄11號4樓,0935602255,聯絡店家
食品與甜點,柯筱柔(個人),柯筱柔,法柔手作烘焙fazo,安娜,106 Taiwan 台北市大安區通化街39巷49弄10號,0909-111386,聯絡店家
食品與甜點,李宜庭(個人),李宜庭,日光小庭手作烘焙,李小庭,802 Taiwan 高雄市苓雅區武廟路121號,0921-521322,聯絡店家
食品與甜點,謝東穎(個人),謝東穎,牛魔王食品,謝東穎,434 Taiwan 台中市龍井區台灣大道五段165號,0926213349,聯絡店家
食品與甜點,汎美萬達國際有限公司,27766230,張中,薇媽媽酒肉肆,張中,106 Taiwan 台北市大安區復興南路二段65號6樓之4,02-27002758
食品與甜點,青龍國際貿易有限公司,24899813,王繼隆,英國糖果屋,林小姐,704 Taiwan 台南市北區小東路307巷99號,0963-627719
食品與甜點,林宛俞(個人),林宛俞,養雞場ChickenFarm,林宛俞,111 Taiwan 台北市士林區文林路661巷1號5樓,0971-023004,聯絡店家
食品與甜點,張家甄(個人),張家甄,SUMMU,張家甄,268 Taiwan 宜蘭縣五結鄉成鳳路188巷50號,0975-929169,聯絡店家
食品與甜點,鄭文翔(個人),鄭文翔,穀耘,鄭文翔,238 Taiwan 新北市樹林區佳園路三段26號,0955-495630,聯絡店家
食品與甜點,允豐行,40646553,曹瑞允,圓仔花瓶漬,曹瑞允,400 Taiwan 台中市中區柳川里興中街132之2號,0928653423
食品與甜點,名牌包包子店,37551477,王志成,名牌包子,名牌包子,700 Taiwan 台南市中西區民生路一段143之1號,0978-425573
食品與甜點,食感旅程手工甜點工作室,41395885,林聖庭,食感旅程法式手工烘焙,林聖庭,207 Taiwan 新北市萬里區漁澳44號,0976-918003
食品與甜點,邱御庭(個人),邱御庭,暖暖der甜點工作坊,邱御庭,412 Taiwan 台中市大里區瑞城一街159號,0989-238828,聯絡店家
食品與甜點,采勝商行,41019165,盧慈恩,九鬼咖啡烘焙桃園店,王小姐,333 Taiwan 桃園市龜山區文化七路188號,03-3287027
食品與甜點,秒鮮旺有限公司,53354810,廖朝彬,秒鮮旺MySenseOne第一名台灣鳳梨酥,秒鮮旺有限公司,105 Taiwan 台北市松山區復興北路361巷6號1樓,02-27181339
食品與甜點,姜太屋有限公司,54221183,姜智強,姜太屋棗幸福工坊,姜智強,300 Taiwan 新竹市東區培英街32巷15號1樓,03-5739188
食品與甜點,紅坊義式廚房,31452865,黃榮美,紅坊義式廚房,黃榮美,220 Taiwan 新北市板橋區國光路79號1樓,02-29654341
食品與甜點,蘋果先生有限公司,24928731,紀佳妤,Mr Apple 蘋果先生,羅雅宣,104 Taiwan 台北市中山區建國北路三段113巷15號,02-25025980
食品與甜點,瑞益食品包裝商店,68833206,蔡瑞發,瑞益行 手作餅乾,陳茂成,700 Taiwan 台南市中西區民族路二段303號,06-2224417
食品與甜點,張詩燕(個人),張詩燕,Cream Cat,張詩燕,114 Taiwan 台北市內湖區新明路390號2樓,0926-008531,聯絡店家
食品與甜點,王啟誠(個人),王啟誠,雞王 Chicken King,王啟誠,247 Taiwan 新北市蘆洲區民族路422巷70弄10號1樓,02-28485881,聯絡店家
食品與甜點,48957191,邱素珍,台北御珍,邱素珍,104 Taiwan 台北市中山區長春路199號1樓,0988-590786,聯絡店家
食品與甜點,鍾佩茹(個人),鍾佩茹,鄉村優格,鍾佩茹,402 Taiwan 台中市南區工學二街101號5樓之2,0980-767639,聯絡店家
食品與甜點,靈印文化傳播有限公司,53357534,黎台麗,Lowlee煲湯會館,Lowlee,104 Taiwan 台北市中山區中山北路一段83巷3之1號1樓,02-25676726
食品與甜點,蜂之鄉有限公司,27465451,李仁傑,蜂之鄉,蜂之鄉客服部,970 Taiwan 花蓮縣花蓮市華西77之2號,03-8220777
食品與甜點,陳世欣(個人),陳世欣,阿木伯古早味水蒸鹹蛋糕,陳世欣,500 Taiwan 彰化縣彰化市大埔路556巷57號,0919-815339,聯絡店家
食品與甜點,賴彥翰(個人),賴彥翰,La Pissenlit 蒲公英的秘密,賴彥翰,235 Taiwan 新北市中和區秀朗路三段10巷14弄53之1號1樓,02-29491399,聯絡店家
食品與甜點,金暢鴻食品有限公司,54637422,薛晶玲,99海鮮,殷祥睿,807 Taiwan 高雄市三民區興昌街28號11樓,0927-391591
食品與甜點,蘿芙甜點糕餅有限公司,24983924,林怡君,LOFT蘿芙甜點,許聖恩,804 Taiwan 高雄市鼓山區美術東二路61號,07-5553252
食品與甜點,亮菇農產行,38790567,楊舜安,楊林菇園,林婉茹,630 Taiwan 雲林縣斗南鎮東明里新庄路55號1樓,0932-605740
食品與甜點,林黛安,一種ending,一種ending,234 Taiwan 新北市永和區中正路80號2樓,02-29417199,聯絡店家
食品與甜點,全樂企業社,48678064,邵遵華,Second Floor Secret,邵遵華,104 Taiwan 台北市中山區林森北路107巷26號2樓,0956-300709
食品與甜點,爆料奶酪有限公司,53823052,許聖恩,爆料奶酪,許聖恩,402 Taiwan 台中市南區復興路二段159之3號,0985-782656
食品與甜點,林素鳳(個人),林素鳳,尚大手信,林小姐,412 Taiwan 台中市大里區四維街12號,04-22360895,聯絡店家
食品與甜點,張廣慧(個人),張廣慧,安德睿,安德睿,115 Taiwan 台北市南港區研究院二段11巷6之1號,0918-908104,聯絡店家
食品與甜點,彭珮鈺(個人),彭珮鈺,阿莫咖啡Amore,彭珮鈺,970 Taiwan 花蓮縣花蓮市國民一街46號,0933-909941,聯絡店家
食品與甜點,李青蔓(個人),李青蔓,財哥大山豐,李青蔓,434 Taiwan 台中市龍井區藝術街19巷25號,0956-500093,聯絡店家
食品與甜點,林穎薰(個人),林穎薰,黑珍珠手工香腸,林穎薰,403 Taiwan 台中市西區大忠南街127號7樓之2,0920-059855,聯絡店家
食品與甜點,木卯手作烘焙,40636892,柳淵耀,貳町NIMACHI,柳淵耀,407 Taiwan 台中市西屯區四川五街6號,0921995852
食品與甜點,侯裕烽(個人),侯裕烽,啡俐茲烘焙坊,侯裕烽,302 Taiwan 新竹縣竹北市光明十一路23號,0936-341669,聯絡店家
食品與甜點,沃野甜品工坊,26889945,簡泰山,沃野甜品工坊,王美淑,406 Taiwan 台中市北屯區安順二街13號6樓,0982-202573
食品與甜點,酷食烘焙伴手禮商行,38844212,陳懿翔,1％Bakery,陳志忠,403 Taiwan 台中市西區公益路371號1樓,04-23108100
食品與甜點,林茂祺(個人),林茂祺,楓月軒,林茂祺,407 Taiwan 台中市西屯區逢大路45號3樓之3,0987-326926,聯絡店家
食品與甜點,王記地瓜企業社,41382903,王正偉,王記地瓜專門店,王正偉,238 Taiwan 新北市樹林區保安街一段16巷33號,0939737884
食品與甜點,集翔食品行,41055648,蔡佩蓉,集翔肉乾肉鬆,蔡依宸,237 Taiwan 新北市三峽區大德路155號1樓,02-86721956
食品與甜點,許以嫻(個人),許以嫻,巷弄子,許以嫻,330 Taiwan 桃園市桃園區龍鳳三街65巷33號1樓,0921-428876,聯絡店家
食品與甜點,甕仔麵瓦罐煨湯館,01754765,曾德光,甕仔麵瓦罐煨湯,曾德筆,326 Taiwan 桃園市楊梅區中山北路二段376號1樓,03-4822222
食品與甜點,允凱商號,40826226,周允乾,MACK A WISH,黃凱旋,704 Taiwan 台南市北區北門路二段295號1樓,06-2525712
食品與甜點,特吉國際有限公司,24490029,洪世結,壽滿趣,賴姿盈,106 Taiwan 台北市大安區信義路四段55號16樓,02-27003713
食品與甜點,向陽農業生技股份有限公司,53095785,陳貴光,向陽健康家族,向陽健康家族-客服中心,106 Taiwan 台北市大安區敦化南路二段99號12樓,0800-567123
食品與甜點,宇閎開發國際貿易有限公司,24620304,采蓁,宇閎國際精品,陸喬松,600 Taiwan 嘉義市東區中山路28之13號,05-2716018
食品與甜點,林志勇(個人),林志勇,鳳媽媽手製烘焙,林志勇,732 Taiwan 台南市白河區詔安里109之5號,0916-523034,聯絡店家
食品與甜點,華聲食品有限公司,89478630,王平,華聲坊,華聲坊,111 Taiwan 台北市士林區華聲街18號,02-28372232
食品與甜點,一食之選貿易股份有限公司,24709428,游智全,acechoice,羅天翔,241 Taiwan 新北市三重區仁安街85號1樓,02-28577966
食品與甜點,李怡靜(個人),李怡靜,娃娃手作甜點,李怡靜,412 Taiwan 台中市大里區立仁里好來五街173號,04-22788545,聯絡店家
食品與甜點,莉智有限公司,42657393,徐潔宜,ICAirport,徐潔宜,100 Taiwan 台北市中正區汀州路三段104巷4號,02-23673548
食品與甜點,陳永祺(個人),陳永祺,YALiFRUiT果物店,陳永祺,300 Taiwan 新竹市東區公園路98號,0928-069272,聯絡店家
食品與甜點,黃雅萍(個人),黃雅萍,太和樓餅鋪,黃雅萍,108 Taiwan 台北市萬華區成都路47號3樓,02-23312772,聯絡店家
食品與甜點,高曜文(個人),高曜文,Smart19Bakery,smart 19,400 Taiwan 台中市中區中山路12號,04-22252877,聯絡店家
食品與甜點,黃雅婷(個人),黃羿臻,Mi Tea 小茶米,黃羿臻,504 Taiwan 彰化縣秀水鄉溪心街223號,0910-589311,聯絡店家
食品與甜點,李姿瑩(個人),李姿瑩,享樂蜂蜜,李姿瑩,335 Taiwan 桃園市大溪區大鶯路1320巷108弄29號,0974-091938,聯絡店家
食品與甜點,邱煜鈴(個人),邱煜鈴,邱三華食品行,邱煜鈴,220 Taiwan 新北市板橋區信義路87號,02-29624321,聯絡店家
食品與甜點,洪若芳(個人),洪若芳,芳草巷手作素食工坊,洪若芳,241 Taiwan 新北市三重區中興北街247巷6號,02-22782781,聯絡店家
食品與甜點,英屬維京群島商糖村國際有限公司台灣分公司,24799820,賴珠鳳,糖村,糖村客服,106 Taiwan 台北市大安區忠孝東路三段305號6樓之1,0800-063188
食品與甜點,莊貴閔(個人),莊貴閔,契合手作甜點工坊,莊貴閔,700 Taiwan 台南市中西區民族路二段297號,0933524053,聯絡店家
食品與甜點,蘇文達(個人),蘇文達,有魚碼頭水產烤肉宅配,蘇文達,406 Taiwan 台中市北屯區松竹路二段337巷30號13樓,0973-638088,聯絡店家
食品與甜點,蔡宛蓉(個人),蔡宛蓉,Delys Patisserie,得梨思,403 Taiwan 台中市西區公正路281號,0938-262692,聯絡店家
食品與甜點,紳創貿易有限公司,53207439,廖悅筑,東洋美味屋,錢大,243 Taiwan 新北市泰山區明志路三段204巷2號,0986-112129
食品與甜點,日盈發商行,38792951,姚榮義,姚老爹,姚榮義,651 Taiwan 雲林縣北港鎮扶朝里173之1號,0916-933890
食品與甜點,牛孟珠(個人),牛孟珠,牛媽媽美食養生之家,牛孟珠,111 Taiwan 台北市士林區通河路2巷32號2樓,0912-184876,聯絡店家
食品與甜點,鍾宜杏(個人),鍾宜杏,愛麗莎美食屋,鍾宜杏,800 Taiwan 高雄市新興區民權一路247巷33號,0929-033812,聯絡店家
食品與甜點,簡紹懷(個人),簡紹懷,純自然,簡紹懷,247 Taiwan 新北市蘆洲區民族路331之19號3樓,0937-026148,聯絡店家
食品與甜點,盛鈞國際有限公司,52273939,張獻文,TOPDRY頂級乾燥,吳孟萱,106 Taiwan 台北市大安區市民大道三段148號2樓,02-87727990
食品與甜點,李國豪(個人),李國豪,筱雅軒烘焙坊,李昕霞,320 Taiwan 桃園市中壢區永泰街2巷6號2樓,03-4340342,聯絡店家
食品與甜點,永盛青果行,36933343,黃振展,UP鮮果,Dan,831 Taiwan 高雄市大寮區鳳林三路105巷2之11號,077632518
食品與甜點,蕾蔻實業股份有限公司,53043422,陳柄宏,Dr Bonbons,Dr.Bonbons,701 Taiwan 台南市東區裕農路141號1樓,06-2084653
食品與甜點,御貴軒食品商行,10812787,張啟昌,阿嬤豆油,張啟昌,812 Taiwan 高雄市小港區廈莊三街117號15樓,0980-820969
食品與甜點,伯恩乳酪工坊,25990916,吳冠儀,伯恩乳酪工坊,吳冠儀,830 Taiwan 高雄市鳳山區鳳松路118之2號,07-7459229
食品與甜點,朵芮莎烘焙坊,36978571,劉曜銓,朵芮莎 烘焙坊,陳湘琳,831 Taiwan 高雄市大寮區新厝路6之1號,07-7876309
食品與甜點,蔡雅純(個人),蔡雅純,PB純手作英式烘焙屋,蔡雅純,807 Taiwan 高雄市三民區澄和路126巷21號,0910-975575,聯絡店家
