category,工廠地址,工廠位置,公司名稱,主要出口市場,主要產品,地址,年營收,成立年份,品牌,員工,員工人數,註冊地址,郵遞區號,業務類型,資本額,電話號碼(1),電話號碼(2)
醫療及保健,,,信豪健康器材股份有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他,塞爾維亞,蒙特內哥羅,賴比瑞亞,摩納哥,奈及利亞,蘇丹,史瓦濟蘭,其他亞洲國家,南非,美國,其他北美洲國家,安圭拉島,巴貝多,貝里斯,哥斯大黎加,多明尼克島,多明尼加,聖露西亞,墨西哥,巴拿馬,英屬維爾京群島,美屬維爾京群島,阿根廷,亞魯伯,玻利維亞,智利,哥倫比亞,法屬圭亞那,秘魯,美屬薩摩亞,澳大利亞,裴濟,紐西蘭,法國的玻里尼西亞,帛琉,所羅門群島,東加王國,薩摩亞群島,其他大洋洲國家,未列名美屬太平洋領域,孟加拉,汶萊,香港,印尼,印度,日本,柬埔寨,南韓,寮國,緬甸,蒙古,澳門,馬來西亞,尼泊爾,巴基斯坦,新加坡,泰國,台灣,越南,琉球,阿拉伯聯合大公國,阿富汗,巴林,以色列,伊拉克,伊朗,約旦,科威特,黎巴嫩,阿曼,卡達,敘利亞,土耳其,其他中東國家,葉門,安道爾,亞美尼亞,奧地利,波士尼亞-赫塞哥維那,比利時,保加利亞,白俄羅斯,瑞士,德國,丹麥,愛沙尼亞,西班牙,法羅群島,法國,*法國，大都市的,英國,喬治亞,希臘,克羅埃西亞,匈牙利,愛爾蘭,冰島,吉爾吉斯共和國,哈薩克,列支敦斯登,盧森堡,拉脫維亞,摩洛哥,摩爾多瓦共和國,馬爾他,荷蘭,挪威,波蘭,葡萄牙,羅馬尼亞,俄羅斯聯邦,瑞典,斯洛伐克共和國,聖馬利諾,塔吉克共和國,土庫曼,烏克蘭,烏茲別克斯坦,梵蒂岡,其他歐洲國家,塞爾維亞與蒙特內哥羅,安哥拉,波札那,中非共和國,剛果共和國,阿爾及利亞,埃及,迦納,加拿大,古巴,未列名美屬中美洲領域,巴西,蘇利南,其他南美洲國家,不丹,斯里蘭卡,菲律賓群島,賽普勒斯,沙烏地阿拉伯,阿爾巴尼亞,亞塞拜然共和國,捷克,芬蘭,直布羅陀海峽,義大利,立陶宛,馬其頓","massage chair, manicure pedicure SPA Massage Chair, nail art & beauty salon equipment,
                              coin or bill operated vending massage chair, massage products, electrical massager,
                              vending machine, MP3 zero gravity 3D Massage Chairs, recliner, lift up chair, sofa",,,1990,,,,彰化縣福興鄉外中村外中街183號,506,"出口商,製造商,原始設備制造商,原始設計制造商,代理商,批發商,經銷商,服務公司,貿易組織,零售商"," 新台幣 5,000,001 -  10,000,000",+886-4-7793313 EXT 12,-7792433
機械,,台灣,裕益科技有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他","Programmable Logic Controller, Distribute Control System, Remote Input/Output Modules,
                              Industrial Low Capacity Hard Disk SCSI (50pin,68pin,80pin)",,,1987,,,,高雄市三民區澄清路649號11樓之3,807,"批發商,貿易商,零售商",,-3751506,-3751507
家庭用品,,,名郁產品開發設計有限公司,"其他亞洲國家
																			,
																		其他北美洲國家
																			,
																		其他大洋洲國家
																			,
																		未列名美屬太平洋領域
																			,
																		中國大陸
																			,
																		香港
																			,
																		印度
																			,
																		日本
																			,
																		泰國
																			,
																		台灣
																			,
																		其他中美洲國家","MULTIFUNCTION FLOWER CONTAINER,EMERGENCY LIGHTING,NIGHT LIGHT,創意產品,家庭裝飾用品,花器",台中市清水區民享路211號,,1997,,,,,436,出口商,,-26267676,--
家庭用品,,,十全十美國際事業股份有限公司,,GiftsCraftsChinaware,,,,,,,台北市大安區敦化南路二段200巷16號6樓,106,"出口商,製造商",,-27369382,
汽機車,,,晁揚科技股份有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他","9W LED Waterproof Cargo Lighting, 7W LED Llat Panel Lights, LED Interior Lights, Auto
                              Lamp Socket, Auto Bulb Holder, Lamp Socket Assemblies, Automobiles Parts, Motorcycle
                              Parts, Lamp Socket,Lighting,Electrical equipment,Accessories, Parts of Vessel",,,,,,,新北市三重區自強路四段3巷2號,249,"出口商,製造商,原始設備制造商,原始設計制造商",,-26186049,--
運動用品,,台灣,吉翔商品有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他","1.	Product Design.
                              2.	Wholesale
                              3.	Transportation.
                              4.	Terminal Service.",,,2013,FAPCOL,,,高雄市鳳山區南江街190巷17號,830,"出口商,進口商,製造商,原始設備制造商,原始設計制造商,代理商,批發商,貿易商,服務公司",,-8217280,-8217280
化學品,,,新視代科技股份有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他,孟加拉,中國大陸,印尼,日本,南韓,馬來西亞,尼泊爾,新加坡,泰國,台灣,越南,菲律賓群島","3D PRINER FILAMENT
                              ABS ,PLA ,TPE,HIPS",新北市 中和區建一路150號8F,,2006,CHIMEI,,,,235,"製造商,原始設備制造商,原始設計制造商",,+886-2-82271133 EXT 28101,+886-2-82271133 EXT 21705
電機及電子,,台灣,漢馬克驅動科技有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲","Stepping Driver, AC / DC Speed,Controller, motor, micro stepping motor driver,Brushless
                              Driver,Brushless Motor",,"USD 5,000,001 -  10,000,000",1992,,,,桃園市龍壽街189號2樓,33058,"出口商,製造商,原始設計制造商",,+886-3-3601689 EXT 229,+886-3-3601689 EXT 229
汽機車,,台灣,欣燁興業有限公司,"其他亞洲國家,日本,馬來西亞,泰國,台灣","motorcycle parts & accessories, hand grip, drive disk turning disc, brake pad, clutch
                              outer cover, clutch assembly, sliding piece, drive disk , pulley roller, cooling blade,
                              spring, valve cap & key parts, hook, drive dish-pulley ball (weightroller)",,,2003,,,,台南市定定區新吉里55-43號,745,"出口商,製造商,原始設備制造商,原始設計制造商,批發商",,-5933056,-5933107
機械零件,,,旭泰精密機械股份有限公司,"亞洲,歐洲,北美洲,美國,紐西蘭,印度,日本,南韓,新加坡,泰國,台灣,越南,伊朗,土耳其,比利時,德國,希臘,波蘭,烏克蘭,加拿大,巴西,捷克,芬蘭,義大利",spindle,,,1995,,,,臺中市神岡區神清路320-8號,429,"出口商,製造商",,-25610340,--
化學品,台灣,,益友元有限公司,,"Industrial water treatment chemicals,
water treatment tablet,
drain pan slime preventive tablet","Sec. 1, Zhongshan Rd., Taiping Dist., Taichung City 411, Taiwan (R.O.C.)",,,EI YUYUAN water treatment,,,,411,"出口商
																			,
																		製造商
																			,
																		原始設備制造商
																			,
																		原始設計制造商",,-22787219,-22787219
自行車,,台灣,詮巨有限公司,"美國,澳大利亞,香港,日本,新加坡,台灣,德國,英國","bicycle, frame, changebike, 26"" folding bike, bicycle parts, mountain bike, MTB",,USD ,2009,,,,台中市大甲區育英路266-1號,437,"出口商,製造商,貿易組織",,-26884151,--
農產及食品,,,萬岱豐食品股份有限公司,"中東,歐洲,北美洲,中國大陸",ALOE VERA JUICE,桃園縣桃園市文中路640號之2,,1995,"綠之香蘆薈,普吉椰椰子水",, 51 -  100,,330,"出口商,進口商,製造商,原始設備制造商,原始設計制造商",,-3608368,0
機械,,台灣,俊育有限公司,"亞洲,中東,非洲,大洋洲,印尼,馬來西亞",CNC machining center,,USD ,1980,俊育(JOIN),,,台中市神岡區中山路360巷41-1號,42947,"製造商,原始設備制造商,原始設計制造商",,-25627170,-25627270
家庭用品,,,宏竹實業股份有限公司,"亞洲,歐洲,北美洲,中美洲,南美洲,大洋洲,其他亞洲國家,中國大陸,香港,印度,日本,北韓,南韓,馬來西亞,新加坡,泰國,台灣,斯里蘭卡","Electric Pump, Plastic Pump, Plastic Oar, ALU. Oar, Camping Ware, Boat Parts, Educational
                              Toy Series.",,,1973,宏竹,," 501 -  1,000",新北市淡水區中正東路二段29-3號27樓,251,"出口商,製造商,原始設備制造商,原始設計制造商"," 新台幣 10,000,001 -  50,000,000",-88097204,--
運動用品,,,嘉博貿易股份有限公司,"亞洲,中東,南非,美國,澳大利亞,中國大陸,香港,印尼,南韓,馬來西亞,台灣,伊朗,德國,丹麥,西班牙,法國,英國,波蘭,聖馬利諾,迦納,加拿大,菲律賓群島","spray paint, spray lubricant, PU foam, airsoft gas",,,1986,,,,台中市南屯區工業23路25號,408,"出口商,進口商,製造商,原始設備制造商,原始設計制造商,貿易商",,+886-4-23503555 EXT 213,--
辦公室及學校用品,,,杰純企業有限公司,"亞洲,中東,歐洲,北美洲,中美洲,南美洲,大洋洲","Promotional items, Pen, Key chain, Fashion Accessories",,,1986,杰純,,,台南巿本田路三段339巷89號,709,"出口商,製造商,原始設備制造商,原始設計制造商",,-930762,-2472921
機械,,台灣,威亞精密機械有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,突尼西亞,美國,墨西哥,哥倫比亞,澳大利亞,紐西蘭,香港,印度,日本,馬來西亞,泰國,台灣,土耳其,奧地利,保加利亞,瑞士,德國,西班牙,匈牙利,葡萄牙,羅馬尼亞,斯洛法尼亞,加拿大,巴西,菲律賓群島,捷克,立陶宛","CNC Swiss Type Lathe, Swiss Type Machine,  Swiss Turn Gang Type CNC Lathe, Swiss Turning
                              center, Sliding Head Lathe",,,2014,威亞機械,,,彰化縣埔鹽鄉新水村永新路809巷66號,516,"出口商,製造商",,+886-4-8659168 EXT 125,+886-4-8659168 EXT 9
機械,,台灣,三敏電機股份有限公司,"模里西斯,美國,哥斯大黎加,多明尼克島,多明尼加,墨西哥,巴拿馬,薩爾瓦多,阿根廷,智利,哥倫比亞,秘魯,委內瑞拉,澳大利亞,馬爾地夫,紐西蘭,孟加拉,汶萊,中國大陸,印尼,印度,日本,馬來西亞,巴基斯坦,新加坡,泰國,台灣,越南,伊朗,黎巴嫩,阿曼,土耳其,德國,丹麥,法國,*法國，大都市的,英國,希臘,哈薩克,荷蘭,波蘭,俄羅斯聯邦,瑞典,烏克蘭,加拿大,巴西,厄瓜多爾,斯里蘭卡,菲律賓群島,亞塞拜然共和國,義大利,立陶宛"," linear air pump,HVLP turbine spraying system,mini air compressor,ring blower,roots
                              blower,rotary vane blower,membrane fine bubble disc diffuser,Surface Jet Aerator,submersible
                              jet aerator,submersible mixers",新北市深坑區北深路三段153號7樓,"USD 5,000,001 -  10,000,000",1993,BLOWTAC,,,,222,"出口商,進口商,製造商,原始設備制造商,原始設計制造商"," 新台幣 10,000,001 -  50,000,000",-26628408,
機械,,台灣,世林機械有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,肯亞,馬拉威,奈及利亞,蘇丹,多哥共和國,突尼西亞,烏干達,南非,美國,哥斯大黎加,瓜地馬拉,墨西哥,巴拿馬,薩爾瓦多,千理達和托貝哥共和國,阿根廷,玻利維亞,智利,哥倫比亞,秘魯,巴拉圭,委內瑞拉,澳大利亞,孟加拉,印尼,印度,日本,緬甸,蒙古,馬來西亞,巴基斯坦,泰國,越南,阿拉伯聯合大公國,巴林,以色列,伊拉克,伊朗,約旦,土耳其,其他中東國家,葉門,保加利亞,德國,丹麥,英國,哈薩克,摩洛哥,波蘭,葡萄牙,俄羅斯聯邦,斯洛伐克共和國,土庫曼,烏茲別克斯坦,安哥拉,阿爾及利亞,衣索比亞,迦納,加拿大,厄瓜多爾,其他南美洲國家,斯里蘭卡,菲律賓群島,賽普勒斯,沙烏地阿拉伯,阿爾巴尼亞,捷克,立陶宛","Plastic Recycling Machine, Blown Film Machine, Bag making Machine, Extruder, Extruders,
                              Plastic Pelleizer, Inflation machine, Auxiliaries,Film Making machine, Granulator,
                              Crusher, Waste recycling equipment, Shredder, Co-extruder, plastic bag machine",,"USD >  50,000,000",1988,,,,臺南市永康區富強路1段279巷101號,710,"出口商,製造商",,-2730009,
機械,,台灣,銓麥企業股份有限公司,"中國大陸,香港,印尼,日本,北韓,馬來西亞,新加坡,台灣,菲律賓群島","Bakery Equipment Machine
                              Spiral Mixer
                              Twin Twist Mixers
                              Lifting / Tilting System
                              Double Arm Mixer
                              Horizontal Type Mixer
                              Planetary Mixer
                              Flour Silo System
                              Ice Water Supply System
                              Dough Divider
                              Volumetric Divider & Rounders
                              Intermediate Proofers
                              Dough Moulder
                              Dough Sheeter
                              Final Proofer
                              Oven
                              Slicer
                              Bread Production Line
                              Cake/Cookie Production Line
                              Peripheral Equipment",,,1996,銓麥,,,新北市新店區民權路88-1號8樓,23141,"出口商,製造商,原始設備制造商,原始設計制造商,代理商"," 新台幣 1,000,001 -  5,000,000",-86675176,-26804831
農產及食品,台灣,,正新製米股份有限公司,"亞洲
																			,
																		中國大陸
																			,
																		香港
																			,
																		日本
																			,
																		馬來西亞
																			,
																		新加坡
																			,
																		泰國
																			,
																		台灣
																			,
																		越南
																			,
																		菲律賓群島",Vacuum Packaged Rice/ Bag Rice,"No.530, Sec. 1, Yuanji Rd., Tianzhong Township, Changhua County 520, Taiwan (R.O.C.)",,1950,King Rice,,,,520,製造商,,-8739355,-8739355
機械,,,鴻英股份有限公司,"亞洲,歐洲,阿拉伯聯合大公國","Auto. Encrusting & Forming Machine, Semi-Auto. Shu-Mei & Dim Sum Robot, Bakery Machine",,,1980,,,,台北市和平東路三段１２３號７樓A室,10675,"出口商,進口商,製造商,原始設備制造商,代理商",,-27383155,--
化學品,,台灣,水興實業有限公司,中國大陸,"PP SHEET, Polypropylene sheet, PPS SHEET",,,1987,,,,桃園市龜山區東壽路642巷76號,333,"出口商,進口商,製造商,代理商,經銷商",,-3497958,--
機械,,台灣,恩福科技股份有限公司,"美國,澳大利亞,印尼,馬來西亞,越南,阿拉伯聯合大公國,阿曼,英國,加拿大,沙烏地阿拉伯","Fire Nozzle, Fire Monitor",,,,Ally Fire Tech,,,臺南市仁德區三甲里6-11號,717,"製造商,原始設備制造商,原始設計制造商",,-2302811,-2662631
服飾及配件,,,必和創意設計有限公司,泰國,機能服飾,台北市中山區民權東路3段58號4樓,,2011,,,,,台北市,"出口商
																			,
																		進口商
																			,
																		製造商
																			,
																		批發商
																			,
																		服務公司",,+886-2-25041100 EXT 136,------
包裝、印刷及廣告,,台灣,晴騰企業有限公司,"亞洲,北美洲,澳大利亞","Custom Label/ Hot Foil Stamping Label / Drink & Beverage label / Squeeze Bottle Label
                              / Wine or Liquor Bottle Label / Security Label / Warning Label/ Static Label / Food
                              Packaging Labels / Bath & Beauty Label / Household Label/ Promotion Label / Transparent
                              Labels…etc.",,,2000,,,,高雄市三民區孝順街537巷22號,80755,"出口商,製造商,原始設備制造商",,+886-7-3970099 EXT 14,
機械,,,經匠精密工業股份有限公司,,,,,,,,,,,,,-37030027,
運動用品,,台灣,超群電子股份有限公司,"中東,歐洲,北美洲,中美洲,南美洲,大洋洲,中國大陸,印度,日本,馬來西亞,新加坡","Pedometers, Pulse Meters, Heart Rate Monitor, Step Counter, Air Cleaners, Rain Gauges,
                              Other Fitness Measuring Instruments; LED Light; LED module;",新北市新店區中正路四維巷2弄8號2樓,"USD 1,000,001 -  5,000,000",1980,Bestek; Ultima,,,,23148,"出口商,進口商,製造商,原始設備制造商,原始設計制造商,批發商,經銷商,貿易商,服務公司",,+886-2-22185239 EXT 12,-82185146
消費性電子,,台灣,慶盈機械股份有限公司,"亞洲,歐洲,北美洲,中美洲,南美洲,大洋洲","Cellphone Bumper Case, Cellphone Accessories, Mechanical parts OEM/ODM manufacture
                              service.",,"USD 5,000,001 -  10,000,000",1987,DEVILCASE,,,新竹市牛埔南路496巷2號,300,"製造商,原始設備制造商,原始設計制造商,零售商",,-5301390,+886-3-5302273 EXT 11
電機及電子,,台灣,晶茂電子科技有限公司,"美國,中國大陸,日本,馬來西亞,台灣,比利時,德國,英國,羅馬尼亞","RCA Plug, RCA Jack, Audio Plug, Audio Jack, Optical Fiber Connector, Spade Post, BNC
                              Connector, N Connector, UHF Connector, TNC Connector, 1.6/5.6 Connector, Banana Plug,
                              Binding Post,",,,1980,,,,台南市歸仁區大廟一街136號,71145,"出口商,製造商,原始設備制造商,原始設計制造商",,-2087743,-2738039
化學品,,,大立高分子工業股份有限公司,,"Chemicals
                              Polymer Materials
                              Photo-Electronic Materials
                              Conductive polymer",,,,,,,高雄市仁武區後安里永宏巷10號,81441,"出口商,製造商",,-3710442,--
農產及食品,,,嘉億貿易有限公司,"歐洲,其他,南韓,台灣,土耳其,西班牙,法國,挪威,其他歐洲國家","Fresh shallot,Dried shallot,Dry shallot,Noodle,Garlic,Vegetarian food material,Ingredients,
                              Kombu, Laminarin Seaweed,Fungus,Pinenuts, walnut, Almond powder,red beans, green beans,Bamboo
                              Leaves,Dried fish,Kelp knot,Dried shrimps",,,,,,,高雄市前金區中華三路7號11樓之1,801,"出口商,進口商,批發商,服務公司",,-2725570,--
汽機車,,台灣,強網工業股份有限公司,"歐洲,北美洲,中國大陸,日本,南韓","Gearbox for AC/ DC power tool
                              Metal Injectino Molding parts
                              Powder Molding parts
                              Mechanical processing parts
                              De-waxing products
                              High Density High Performance Powder Metallurgy",,,2000,,,,桃園縣平鎮市平鎮工業區工業一路14之2號4樓,324,"出口商,製造商,原始設備制造商,原始設計制造商,貿易組織",,+886-3-4193888 EXT 2701,--
機械,,,康固有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,奈及利亞,美國,智利,薩摩亞群島,中國大陸,巴基斯坦,泰國,越南,以色列,敘利亞,法國,英國,波蘭,烏克蘭,烏茲別克斯坦,加拿大,其他中美洲國家,巴西,菲律賓群島,沙烏地阿拉伯,捷克","tissue paper machine_ slitter rewinder_ hand towel machine_ wet tissue machinery_
                              wet towel machine_toilet roll machine_ jrt rewinder_slitting machine_ opp tape machine_
                              cutter_log saw_paper products machine",,,1984,CANGO,,,台灣 新北市樹林區23868 中正路641號13F,23868,"出口商,製造商,服務公司",,-26761457,-26761153
服務業,,,國眾電腦股份有限公司,,Google 廣告代理,臺北市內湖區陽光街２９８號３樓,,1985,Google 關鍵字廣告代理, 201 -  500,,,臺北市,服務公司,"新台幣 >   500,000,000",+886-2-27996789 EXT 2573,+886-2-27996789 EXT 2918
家庭用電器,,,錤錸有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲,其他","Water Purifier, Water Treatment, Water Filter, Water Dispenser, Drinking Fountain,
                              Water Treatment System",,,,一零一健康活水,,,高雄市三民區九如二路234號1樓,80759,"出口商,製造商,原始設備制造商",,-3218220,
工具,,,維勝特企業股份有限公司,"美國,墨西哥,澳大利亞,紐西蘭,日本,南韓,新加坡,德國,西班牙,法國,英國,荷蘭,瑞典,加拿大,義大利",garden tools,臺中市梧棲區中港加工出口區緯六路18號,,1991,,, 51 -  100,,435,"出口商,製造商,原始設備制造商,原始設計制造商",,-26569698,-26569708
五金,,,大億彈簧工業有限公司,"亞洲,中東,歐洲,北美洲,大洋洲,其他","Wave Springs, Retaining ring, Constant Force Spring, Torsion Spring, Compression Spring,
                              Power Spring, Extension Spring, Customized Spring, Metal stamping, High Precision
                              parts, Wire forming",,,1987,,,,新北市新莊區中正路721巷9號,243,"出口商,進口商,製造商,原始設備制造商,原始設計制造商",,+886-2-29019896 EXT 13,+886-2-29041027 EXT 13
機械,台灣,,台灣身力舒有限公司,"亞洲
																			,
																		中東
																			,
																		歐洲
																			,
																		非洲
																			,
																		北美洲
																			,
																		中美洲
																			,
																		南美洲
																			,
																		大洋洲
																			,
																		其他","Yacht, Marine & Machine 
construction and maintainance
Habour construction and  maintainance
Parts service","12F,No.200, FuXing S. Rd., Sec. 1, Taipei",,2015,TSLS,,,,114,"出口商
																			,
																		進口商
																			,
																		代理商
																			,
																		批發商
																			,
																		經銷商
																			,
																		貿易商
																			,
																		服務公司
																			,
																		零售商
																			,
																		其他",,-37072479,-37072479
農產及食品,,台灣,利沙企業有限公司,"亞洲,中東,歐洲,北美洲,中美洲,南美洲,大洋洲,其他","(1) Life Style Brand  EVER LEE - Creative Interior Goods  (2) Art Creative Brand 
                              Lisa Lee.Hsiu Living Gallery - Painting Art, Ceramic Art ,  Hand made Painted Ceramic
                              Plate and Ceramic Interior Goods  (3) Art Lohas Food Style Brand  - “Sun Rainbow”
                              Sun rainbow Noodles, Sun Rainbow Sauce &  design of food package and related package.
                              (4) Art  Brand Be Good_Modern Formosan Black Bear - Art IP Licensing  & Art Restaurant
                              Franchising Service System.",,"USD 500,001 -  1,000,000",1987,Ever Lee,,,台北市天母西路63號5樓,11152,"出口商,製造商"," 新台幣 1,000,001 -  5,000,000",+886-2-28756185 EXT 0,
機械,台灣,,聯有機器股份有限公司,,"Injection Molding Machine, Rubber- and plastic-working machinery,
Plastic Processing Machine","No. 60  TaiYii 12nd St. Tu Kou Village, Jen Teh Hsiang,  Tainan  Hsien",,1985,LienYu,,,,71747,"出口商
																			,
																		製造商",,-2727566,
機械零件,,台灣,來多利股份有限公司,"美國,日本,台灣,德國,加拿大","Mechanical Part: Zinc Alloy Die-casting, Aluminum Alloy products, Locks, Fasteners,
                              Automobiles Parts, Motorcycle Parts, Hardware, Electric Part, Molds, Electric Equipment
                              Part, Key, Key Cylinder, Door Handle, Electric Cold Plate",,,,,,,新北市三重區光復路二段9號1樓,241,"出口商,製造商,原始設備制造商,原始設計制造商",,+886-2-29956689 EXT 110,--
農產及食品,,台灣,辰允實業有限公司,"美國,澳大利亞,中國大陸,香港,日本,澳門,馬來西亞,新加坡,泰國,台灣,阿拉伯聯合大公國,瑞士,德國,法國,英國,愛爾蘭,荷蘭,挪威,瑞典,加拿大,沙烏地阿拉伯,芬蘭","高海拔烏龍茶	High Mountain Oolong Tea
                              綠茶	Green Tea
                              紅茶	Black Tea
                              佳葉龍茶	Gaba Tea
                              綠茶茶包	Green Tea Bags
                              紅茶茶包	Black Tea Bags
                              佳葉龍茶茶包	Gaba Tea Bags
                              散茶	Loose tea
                              裸包茶	Loose package Tea
                              真空包裝茶	Vacuum package Tea
                              綠花椰菜芽萃取錠	Broccoli sprout extract tablets
                              綠花椰菜芽萃取錠	Broccoli sprout extract powder
                              紫高麗菜芽萃取錠	Purple cabbage sprout extract powder
                              便利土(植物營養土壤)	Easy growth (Soil fertilizer)
                              玫瑰石英膏	Crystal rose ointment
                              黃金薰衣草玫瑰膏	Golden Lavender Rose ointment",,,1991,有機勇Dr. Yung,,,臺中市沙鹿區公明里中清路六段306號,43344,"出口商,進口商,製造商,代理商,貿易商"," 新台幣 10,000,001 -  50,000,000",-26151209,886--
機械零件,,台灣,湧鑫實業有限公司,"亞洲,中東,歐洲,非洲,北美洲,中美洲,南美洲,大洋洲","3~5 WAY BALL VALVE, FLANGED BALL VALVE, STAINLESS STEEL BALL, BALL VALVE, SANITARY
                              VALVE, CHECK VALVE, GLOBE VALVE, GATE VALVE, STRAINER, NEEDLE VALVE, BUTTERFLY VALVE",,,1990,TARGET VALVE,,,臺中市太平區太平23街45號,41144,"出口商,製造商,原始設備制造商,原始設計制造商"," 新台幣 10,000,001 -  50,000,000",+886-4-22775458 EXT 13,+886-4-22775459 EXT 14
家具,,台灣,皇在企業股份有限公司,"美國,澳大利亞,中國大陸,印尼,印度,日本,馬來西亞,新加坡,泰國,台灣,越南,德國,丹麥,西班牙,英國,拉脫維亞,波蘭,烏克蘭,加拿大,巴西,義大利","LID STAY,HINGE,INVISIBLE HINGE,DOOR HINGE,TABLE FASTENER,FOLDING HARDWARE FOR BABY
                              TABLE,BED FASTENER,BED HOOK PLATE,RAISING HARDWARE,BABY BED CARDLES,BED FITTING,BED
                              FITTING,SLIDE RAILS,TABLE STOPER,SASH LOCK,SWIVEL LOCK",,,1974,F.T.,,,高雄市仁武區竹工二巷２８號,81448,"出口商,製造商,原始設備制造商,原始設計制造商",,-3715934,-3748014
機械,,,雙冠生技股份有限公司,亞洲,"drinks, juices, beverages，beer ,refrigerator",,"USD 5,000,001 -  10,000,000",2012,MUGITA,,,臺中市西屯區大墩路942號2樓,407,"製造商,原始設備制造商,原始設計制造商",,-23269826,-5575600
電腦,,,思銳科技股份有限公司,"亞洲,中東,北美洲,中美洲,南美洲","SDN Solutions for Enterprise
                              SDN Enterprise Switch
                              
                              SDN Solutions for Private Cloud
                              Data Center-grade SDN Switch",,,2011,思銳科技股份有限公司,, 51 -  100,新竹市東區科技五路2號4樓,300,原始設備制造商,,-5798918,-5798918
機械,,台灣,久閤工業有限公司,"亞洲,中東,歐洲,南美洲,美國,加拿大","Forged Brass Ball Valves, 2-pc Ball Valves, 3-pc Ball Valves, 3-Way Ball Valves, Brass
                              Fittings and Parts, Mini Ball Valves, Gas Ball Valves, Lead Free Valve, Check Valves,
                              Gate Valves, Stainless Steel Valves, Brass Valve Balls, Shut Off Cocks.
                              鍛造銅球閥 鍛造銅零配件 自來水表組 伸縮止水栓 自來水錶組零配件 拉桿伸縮十字濾管  三通球閥 儀錶閥 銅閘閥 不鋼球閥 不鋼配管接頭",,,1971,NIGO,,,彰化市彰鹿路93巷9號,500,"出口商,製造商,原始設備制造商,原始設計制造商",,+886-4-7633995 EXT 17,--
礦產及金屬材料,,,兆光實業有限公司,"中國大陸,日本,南韓,馬來西亞,台灣,越南","Kaolin Clays, Steamers, Nano Silica, Frit Powder, Mica",高雄市前金區七賢二路417-1號5F,,,,,,,801,"出口商,進口商",,-2166478,--
燈光及照明,,,綠介科技有限公司,"亞洲,中東,歐洲,北美洲,中美洲,南美洲,大洋洲","LED Desk Lamps, LED Mood Lights with APP",,,2012,GREEN FIRST,,,新北市中和區景平路268號33樓,23581,"出口商,製造商,原始設備制造商,原始設計制造商",,-89430124,-
醫療及保健,,日本,旺皇實業有限公司,台灣,"LCH HATA , Panel,LCH 乳酸菌,LCH HATA Lactobacillus +Enzymes,LCH HATA ,",,"USD 500,001 -  1,000,000",,,,,新北市中和區連城路232號2樓,23553,貿易組織,,+886-2-82269999 EXT 123,+886-2-82269999 EXT 120
建材及衛浴設備,台灣,,永逢企業股份有限公司,"紐西蘭
																			,
																		中國大陸
																			,
																		香港
																			,
																		日本
																			,
																		南韓
																			,
																		越南
																			,
																		保加利亞
																			,
																		加拿大","New Zealand, Japan, Hong Kong, Republic of Korea, Bulgaria, Mainland China, Vietnam",新北市永和區福和路389號8樓,,1983,永逢,,,,234,"出口商
																			,
																		進口商
																			,
																		代理商
																			,
																		批發商
																			,
																		經銷商
																			,
																		貿易商
																			,
																		服務公司
																			,
																		零售商",,-22324144,
機械,,,宏朔國際股份有限公司,"中國大陸,香港,印尼,印度,日本,馬來西亞,泰國,越南,菲律賓群島","metal sensor, nir sorting machine for plastic recycling",,,2014,brisort,,,新北市新店區民權路100號11樓之1,231,"出口商,進口商,製造商,原始設計制造商,貿易商",,-82192742,--
電機及電子,,台灣,鈞舜科技企業有限公司,,"DC UPS, POWER SUPPLY, UPS, INVERTER, PLASTIC PARTS, MOULD",,,2008,,,,新北市土城區學府路1段37巷2號,23658,"出口商,製造商,原始設備制造商,原始設計制造商",,+886-2-22700496 EXT 625,9-39381389
消費性電子,,日本,積智電股份有限公司,"美國,日本,台灣",9h Blue light blocking screen protector  film,,,1999,9h Blue light cut screen protector film,," 501 -  1,000",桃園市復興路207號11樓之2,330,"出口商,進口商,製造商,原始設備制造商,原始設計制造商,經銷商,貿易商,零售商",,+886-3-3314711 EXT 117,--
機械,,,發路米興業有限公司,"美國,中國大陸,日本,南韓,馬來西亞,泰國,加拿大","Bimatellic Barrel,Injection Screw,
                              Tie bar, Nitrite Barrel,Nitrite Screw,Nozzle, Flange, Check Sheet, Check Ring, Screw
                              Tip ,Guide bar, Nuts etc...",,,2004,,,,台南市東區中華東路3段452巷8弄1號,701,"出口商,製造商,原始設備制造商,原始設計制造商",,-3356793,-3356793
